	sex	residence	name	blood_group	birthdate	address	current_location	race	ssn
2618	F	"3770 Cervantes Mountain
East Tinaberg, MO 36274"	Kelly Young	O-	1905-10-20	"6737 Moss Hill
North Nathan, CA 85869"	(Decimal('38.9074275'), Decimal('63.558233'))	Asian	720-19-3678
2619	F	"734 Herrera Ridge
Lake Margaretchester, GA 29565"	Morgan Meza	B-	1996-12-14	"407 Ingram Place Suite 850
Jacksonshire, IL 84248"	(Decimal('50.094741'), Decimal('33.809117'))	Black	527-28-6273
2620	M	"9035 Molly Course
Michaelburgh, IN 85036"	Timothy Marshall	A+	1924-11-05	"081 Gregory View Apt. 164
Munozside, ND 60712"	(Decimal('-34.258911'), Decimal('-123.945267'))	Black	876-99-1354
2621	M	"808 Hendrix Manor Apt. 525
Duartestad, GA 33012"	Kevin Jensen	A-	1921-11-02	"846 Campbell Crossing Suite 574
Port Cassandra, WA 28815"	(Decimal('-44.209782'), Decimal('-8.664272'))	Black	428-22-2579
2622	M	"2689 Collins Branch
Mirandaside, VA 85543"	Tracy Baldwin	AB-	1983/01/29	"494 Roberts Fort Apt. 269
North Davidland, NM 73663"	(Decimal('-86.1003625'), Decimal('-42.651212'))	Asian	711-71-7418
2623	M	"2879 Jasmine Shores
Christopherbury, NV 77113"	Henry Holmes	O-	1908-06-13	"Unit 7984 Box 7197
DPO AA 89778"	(Decimal('-76.494325'), Decimal('-117.656384'))	White	818-99-6743
2624	F	"0501 Jonathan Course
Taylorshire, NY 18241"	Kerry Gates	AB-	1953-12-15	"2054 Hawkins Extension Apt. 456
South Christina, NE 15906"	(Decimal('43.8215425'), Decimal('69.292593'))	White	852-76-6919
2625	M	"7739 Justin Mill
Lambertburgh, KY 41563"	Bruce Graham	A+	02/13/1944, 00:00:00	"370 Zachary Street Apt. 575
New Juliashire, VA 06516"	(Decimal('77.197230'), Decimal('-122.899127'))	White	098-72-6173
2626	M	"6391 Megan Court Suite 568
Hansonton, IL 25002"	Joshua Cook	A-	02 Nov 1911	"8797 Ryan Burgs Apt. 099
Nelsonbury, UT 05668"	(Decimal('-6.2598655'), Decimal('86.289654'))	blsck	884-43-4125
2627	F	"489 Brown Plains
Lake Thomas, FL 28867"	Jamie Travis	B+	03/22/1925, 00:00:00	"92884 Jessica Lodge
South Hannah, NC 26892"	(Decimal('-37.1991315'), Decimal('-120.873092'))	White	813-60-2506
2628	F	"USS Thornton
FPO AA 78381"	Karen Curtis	B-	1945-09-21	"563 Jo Wall
Lake Christine, PA 29309"	(Decimal('76.963660'), Decimal('134.193718'))	Black	489-32-8189
2629	F	"199 Bill Spring
North Codyshire, UT 66352"	Denise Smith	AB+	10/17/1951, 00:00:00	"284 Reed Keys
West Sergioville, MT 11819"	(Decimal('65.3806765'), Decimal('-147.040167'))	Asian	157-70-3541
2630	F	"345 Julie Canyon Suite 763
Amandaland, SD 98721"	Pamela Lane	A-	1990-10-18	"Unit 1896 Box 0362
DPO AE 94104"	(Decimal('-78.8075655'), Decimal('110.375403'))	White	278-66-9690
2631	F	"573 Wade Glens Suite 742
Jeremyton, DC 22711"	Ann Davis	O+	02 Jan 1924	"4371 Jasmine Mall
North Joshuabury, KY 94283"	(Decimal('-79.788544'), Decimal('-52.352918'))	White	198-56-3616
2632	F	"990 Richardson Fort Suite 673
Port Michaelton, ND 62478"	Ana Murphy	A+	30 Dec 1915	"68956 Daniel Drive Suite 564
Shelbyhaven, NJ 23774"	(Decimal('-1.2178585'), Decimal('112.467436'))	White	039-52-6413
2633	F	"8392 Priscilla Avenue
Darinview, TN 85981"	Molly Carroll	A+	1968/11/27	"391 Andrea Port
Port Shawntown, WA 96447"	(Decimal('-49.2419435'), Decimal('-60.704330'))	black	782-78-2080
2634	F	"226 Walker Trace Suite 103
Lake Sandrahaven, DC 98596"	Margaret Wright	A+	1939-08-12	"274 John Road
Jeffreyburgh, NH 99547"	(Decimal('57.0129965'), Decimal('74.483979'))	Hawaiian	458-59-6498
2635	M	"335 James Canyon
East Laura, HI 98029"	Kenneth Castaneda	AB-	05 Jan 1975	"PSC 0201, Box 2458
APO AE 23608"	(Decimal('19.596181'), Decimal('-11.166637'))	Black	721-61-6334
2636	M	"537 Julia View Suite 053
East Victoriatown, HI 10799"	Richard Matthews	O+	2000/12/24	"7216 Davidson Valleys
Jonathanville, NJ 23690"	(Decimal('-14.630686'), Decimal('-117.900300'))	Black	089-74-7855
2637	F	"8904 Sherri Gateway
North Adam, WI 29873"	Rebecca Walker	AB-	01/14/1984, 00:00:00	"6071 Carroll Mews Apt. 384
Harrisview, MA 69403"	(Decimal('42.7074295'), Decimal('-111.836873'))	White	200-90-1968
2638	F	"20771 James Lights
Strongbury, LA 71202"	Brandi Blackburn	O-	2004/11/05	"4054 Vargas Wall Suite 854
Lake Nicolemouth, MN 46517"	(Decimal('-39.9075265'), Decimal('-167.557373'))	Black	495-93-3411
2639	F	"9568 Robert Circle
Port Tyler, PA 90683"	Rachel Patterson	AB-	1920/06/15	"3788 Mckinney Drive
Port James, MA 29547"	(Decimal('-8.463393'), Decimal('-51.761590'))	White	227-02-8428
2640	M	"18493 Charles Parkways Apt. 128
Bridgetfort, NC 38090"	James Shepherd	A-	10/25/1945, 00:00:00	"11340 Robert Skyway Apt. 753
Lake Marvin, SD 09300"	(Decimal('-21.751251'), Decimal('-178.464980'))	White	009-19-8203
2641	F	"836 Donna Ramp
Aguilarfort, MO 28670"	Felicia Casey	A+	05/13/1913, 00:00:00	"6675 Joe Ferry Suite 394
New Lorimouth, DC 66771"	(Decimal('45.366671'), Decimal('157.343424'))	Asian	408-09-6921
2642	F	"99740 Andrew Views
West Katherine, SC 69956"	Kathy Pena	B+	05/03/1938, 00:00:00	"522 Jillian Centers Suite 262
New Sallyside, NY 32345"	(Decimal('-15.9733735'), Decimal('33.681385'))	Asian	140-23-1490
2643	F	"32356 Ann Burg
Lake Vanessa, AK 46756"	Monica Bean	AB-	13 Apr 1990	"7929 Michelle Court Suite 371
Hillview, NM 46840"	(Decimal('29.8552965'), Decimal('32.983035'))	White	111-54-2411
2644	F	"0450 Watts Burgs Apt. 274
Taylorside, VT 51232"	Katrina Sosa	A-	12/11/1939, 00:00:00	"6888 Nunez Row
Robertview, NY 45760"	(Decimal('-17.6987385'), Decimal('-13.331861'))	Black	682-20-1038
2645	F	"218 Moore Cape
Careymouth, VA 85550"	Brandi Tapia	A-	05/15/1946, 00:00:00	"085 Schultz Island
East Brianland, AZ 72752"	(Decimal('-6.9183745'), Decimal('-24.512000'))	White	434-73-6947
2646	M	"353 Nichole Village
North Georgeville, MN 05933"	Keith Baker	O+	09/01/2014, 00:00:00	"USS Johnson
FPO AA 39216"	(Decimal('52.774100'), Decimal('-3.789979'))	White	559-71-4560
2647	M	"USNV Carter
FPO AA 45742"	David Johnson	AB+	02/22/2005, 00:00:00	"44261 Davis Estates Apt. 869
Lorimouth, NC 55887"	(Decimal('1.7651175'), Decimal('-102.133655'))	Black	752-05-3638
2648	M	"666 Collins Ways
New Shannon, DE 02641"	Joel Wiggins	O+	1985-01-04	"USCGC Rodriguez
FPO AP 49831"	(Decimal('11.121293'), Decimal('-57.399342'))	Black	536-70-5702
2649	F	"150 Smith Cove Apt. 735
Lake Kyle, MS 06998"	Terri Brooks MD	A+	06 Apr 1918	"226 Meyer Locks
East Sarah, ND 97097"	(Decimal('75.1071705'), Decimal('25.649644'))	White	537-18-3610
2650	M	"7505 Patrick Circles
Carpenterstad, DC 31618"	Adam Tate	O+	10 Jan 1989	"76448 Anthony Shores Apt. 630
Lake Abigail, LA 22793"	(Decimal('6.205101'), Decimal('-30.145184'))	White	286-47-4800
2651	F	"525 Gerald Plain Apt. 481
Charlesfort, VT 07074"	Lisa Reed MD	B+	01/03/1931, 00:00:00	"5394 David Islands
Port Shawn, SD 69497"	(Decimal('-74.944583'), Decimal('-114.896867'))	White	581-26-4408
2652	F	"9953 Stephen Station
Lake Samantha, NM 61583"	Ashley Fischer	A-	03 Aug 1964	"506 James Ramp Apt. 246
Theodorefurt, GA 38991"	(Decimal('-45.1818615'), Decimal('-139.063186'))	blsck	414-71-8386
2653	F	"PSC 1003, Box 4633
APO AA 67110"	Courtney Gomez	AB-	1970/05/07	"95755 Humphrey Branch Apt. 680
Sarahfurt, HI 57942"	(Decimal('48.849039'), Decimal('-81.515463'))	White	211-17-0074
2654	F	"4188 Arellano Crossroad
Port Michael, NH 52147"	Stefanie Davis	O+	26 May 1995	"USS Rodriguez
FPO AA 85883"	(Decimal('82.883175'), Decimal('-97.380097'))	Black	623-98-5465
2655	F	"4738 Erickson Crest
Alexanderberg, SD 88606"	Terri Martinez	AB+	1995-11-26	"Unit 0180 Box 6590
DPO AE 07952"	(Decimal('82.3257055'), Decimal('68.627997'))	Asian	046-17-6821
2656	M	"6344 Miller Avenue
East Susanhaven, VT 68728"	Benjamin Lee	A-	1933-06-13	"2588 Ronnie Park
New Nicoleborough, NM 92868"	(Decimal('-77.419635'), Decimal('47.572061'))	Asian	267-28-3495
2657	F	"0882 Williams Unions Apt. 326
Debbiemouth, MD 61613"	Rebecca Miller	B-	2006/02/06	"2496 King Parks Apt. 331
Jessestad, TX 20625"	(Decimal('36.606284'), Decimal('173.054851'))	White	798-08-8856
2658	F	"PSC 9815, Box 8234
APO AA 29925"	Amanda Green	A-	11/06/1992, 00:00:00	"728 Stacy Bridge
North Thomasburgh, MD 55847"	(Decimal('9.843798'), Decimal('170.496114'))	Black	758-40-5760
2659	M	"676 Alexander Flats Suite 293
Johnsonview, NV 29375"	Michael Ray	O-	04/24/1929, 00:00:00	"15033 Morgan Wells Apt. 587
Watsonfurt, MA 33830"	(Decimal('68.302592'), Decimal('-21.250669'))	black	161-10-5827
2660	M	"522 Joshua Orchard
Michaelburgh, WV 63439"	Phillip Caldwell	A-	1914-12-05	"41201 Richardson Mountains Apt. 455
Port John, FL 12198"	(Decimal('36.699064'), Decimal('-166.642905'))	White	528-69-7047
2661	M	"4932 Allison Springs
Lake Brandonland, OH 35143"	Gabriel Williamson	O+	28 May 1944	"3650 Wendy Ports
Williamshaven, ID 50437"	(Decimal('56.5829315'), Decimal('42.340772'))	Black	266-05-4255
2662	M	"0759 Avila Falls
Kimtown, IN 10564"	Jeffery Phelps	B-	1983/07/19	"964 Lisa Glens Apt. 042
Rogersburgh, TX 10247"	(Decimal('-52.566927'), Decimal('-112.886659'))	Black	672-58-6842
2663	M	"609 Walker Stravenue
Port Alyssa, MI 87413"	Jay Reed	B+	14 Oct 1974	"PSC 4144, Box 4037
APO AA 16999"	(Decimal('14.6147955'), Decimal('124.840895'))	White	112-28-0388
2664	M	"233 Caleb Points Apt. 244
Hallstad, AL 28898"	Zachary Fisher	O+	1950/03/04	"13335 Anthony Curve Suite 184
Port Meghanville, WA 46008"	(Decimal('-54.2992585'), Decimal('54.499233'))	White	737-02-5154
2665	F	"9871 Summers Orchard
Smithhaven, MN 10018"	Emily Jenkins	AB+	21 Sep 1970	"Unit 3938 Box 4305
DPO AE 37702"	(Decimal('54.2632235'), Decimal('-147.772917'))	White	426-48-3696
2666	F	"686 Arthur Street Apt. 022
Loweborough, TX 54149"	Robyn Cummings	AB+	03/02/2007, 00:00:00	"870 William Mountain
Port Michael, CO 74674"	(Decimal('16.502716'), Decimal('133.641685'))	White	038-96-0800
2667	M	"61995 Harrison Forest
New Karen, AK 90006"	Austin Bell	AB+	1917/11/11	"219 Jones Avenue
North Calebmouth, VA 06262"	(Decimal('-64.2589685'), Decimal('3.684078'))	Black	389-36-1692
2668	F	"7748 Danielle Alley Apt. 326
Nicholefurt, IN 79414"	Adriana Mcgrath	B-	17 Jul 1963	"53598 Foster Course Apt. 573
North Mary, AR 71925"	(Decimal('-19.425349'), Decimal('173.149047'))	Indian	767-28-7446
2669	M	"1054 Love Parkways
Taylorchester, MO 89226"	James Herring	O-	1932/01/25	"382 Potts Roads
East Cristian, AK 95212"	(Decimal('-70.0325255'), Decimal('10.093817'))	White	767-15-4162
2670	M	"220 John Path
Fosterborough, ND 28682"	Timothy Harper	O-	1997/04/14	"37496 Brian Skyway Apt. 248
Anthonyburgh, WV 45582"	(Decimal('89.5395295'), Decimal('-58.972277'))	White	045-11-5333
2671	M	"205 Gail Dam
Courtneyport, GA 21717"	James Wilson MD	A+	2013-09-26	"4247 Jones Locks
Aaronmouth, FL 82951"	(Decimal('72.7506755'), Decimal('131.305024'))	White	871-66-3211
2672	F	"3459 Anthony Curve Apt. 492
North Tyler, AL 30161"	Patricia Lopez	O-	1929/02/21	"15112 Jordan Estates
Cookhaven, MI 63708"	(Decimal('79.937984'), Decimal('73.627626'))	Black	223-83-3561
2673	F	"899 Whitaker Forges
South Jasonport, AZ 38279"	Abigail Torres	A+	07/04/1954, 00:00:00	"865 Perry Prairie
East Timothyberg, RI 77474"	(Decimal('-72.058720'), Decimal('70.157710'))	White	652-90-1177
2674	F	"03650 Morton Isle
West Michelle, WV 64269"	Angela Lozano	B-	1948/01/14	"60498 Phillips Knoll Suite 903
New Kathleen, DC 06978"	(Decimal('67.479723'), Decimal('-111.694003'))	Black	437-97-4817
2675	M	"582 Daniel Well
Matthewview, CA 02160"	Robert Estrada	A-	07/20/1957, 00:00:00	"88637 Michele Plains Apt. 551
Hallmouth, ID 43991"	(Decimal('65.252497'), Decimal('-161.604498'))	Black	345-03-4804
2676	M	"8641 Ricardo Highway
Lake Madisontown, MT 69277"	Johnathan Wolfe	A-	09 Nov 1989	"946 Drake Port
Kathleenstad, OH 49384"	(Decimal('-85.047197'), Decimal('163.069031'))	White	779-41-7827
2677	M	"88344 Hobbs Rapid Suite 724
Brayview, GA 19952"	Michael Vance	B-	1989-11-18	"443 Michael Rapids
Port Territown, LA 27359"	(Decimal('-12.1904535'), Decimal('-58.755629'))	White	842-10-7990
2678	F	"70867 Jordan Hills Apt. 408
Kyliehaven, MS 67957"	Brooke Andrade	B+	2011/12/04	"5243 Wayne Loop
Lake Karen, WI 84249"	(Decimal('-65.1211195'), Decimal('85.472419'))	Asian	288-86-5690
2679	M	"6026 John Landing
West Tylerburgh, MS 77619"	Craig Williams	B-	02/07/1914, 00:00:00	"5029 Garrett Trace
Sheaport, IA 31037"	(Decimal('-29.5646735'), Decimal('-66.124794'))	White	315-58-2747
2680	M	"1111 Michelle Expressway Apt. 824
East Jameston, NH 93604"	Terry Ramos	B-	1988/04/24	"5548 Jennifer Plains
East Susanborough, MO 01319"	(Decimal('-16.8874895'), Decimal('23.199017'))	White	122-75-8673
2681	M	"PSC 6179, Box 5552
APO AE 19490"	Adam Larson	A-	21 Sep 1911	"36051 Duke Hollow Apt. 727
East Richardton, DC 62977"	(Decimal('70.175976'), Decimal('-150.270300'))	White	245-43-7119
2682	F	"990 Hart Wall Apt. 723
Tammyborough, MI 49833"	Rebekah Golden	AB+	11 Apr 1997	"PSC 7266, Box 4045
APO AA 80177"	(Decimal('-5.1378895'), Decimal('-15.477599'))	White	824-07-5152
2683	F	"710 Lewis Ford Suite 378
Carterchester, MO 10304"	Angie Jones	A+	1986-01-19	"9395 Anderson Wells Suite 265
Fullerton, ID 28292"	(Decimal('-75.7061285'), Decimal('111.049548'))	Black	052-12-7464
2684	F	"393 Christopher Lodge
Lake Stephanieview, TN 67291"	Valerie Miller	AB+	1991/05/19	"87339 Meyer Corner
Johnsonville, RI 82273"	(Decimal('25.398643'), Decimal('-99.842665'))	Black	428-55-8688
2685	F	"8469 Shelton Points Apt. 368
New Andreville, RI 50476"	Barbara Chavez	B-	1971-11-15	"3330 Sean Drives
Lake Johnview, UT 48970"	(Decimal('0.051401'), Decimal('159.356161'))	Black	192-28-8822
2686	F	"362 Riley Via
Ericborough, MI 81967"	Ashlee Schultz	O-	08/15/1968, 00:00:00	"25930 King Parks
Lake Joseph, OK 22112"	(Decimal('-29.1464785'), Decimal('8.048277'))	White	644-43-2833
2687	F	"USNS Boyd
FPO AP 66742"	Carol Lawrence	B+	06 Jun 1940	"3266 Holly Vista
Aaronborough, ID 12541"	(Decimal('64.779546'), Decimal('123.732020'))	White	817-24-0015
2688	F	"57516 Tammy Rapids Apt. 957
South Randyfurt, OR 72491"	Sylvia Johnson	B+	1941-11-28	"65008 Edward Walk Apt. 548
Micheleview, ME 32254"	(Decimal('22.7865475'), Decimal('-165.642459'))	Black	158-29-4488
2689	M	"96051 Reyes Groves
East Maryview, HI 49677"	Albert Hayes	AB-	25 Apr 1939	"886 Flores Camp
Jonhaven, PA 90681"	(Decimal('-0.301664'), Decimal('125.595826'))	White	896-16-7046
2690	F	"2620 Brittney Lakes Apt. 640
Lake Jason, IA 40292"	Alicia Parrish	AB+	09/29/1947, 00:00:00	"25792 Delgado Ports
South Melissahaven, NY 93164"	(Decimal('71.3517035'), Decimal('-172.114783'))	White	493-64-4287
2691	M	"Unit 1800 Box 0474
DPO AE 33332"	Steven Jackson	B+	1959/03/29	"71542 Edwards Square Suite 450
Brittanyville, AL 44703"	(Decimal('-31.0825165'), Decimal('39.304557'))	White	624-37-9417
2692	F	"7388 Palmer Union Suite 536
West Melanie, CO 15716"	Michelle Douglas	AB-	29 Aug 1971	"31081 Daniel Inlet
Port Vanessa, LA 21737"	(Decimal('-64.1752465'), Decimal('-2.041080'))	White	596-28-3952
2693	F	"498 Katelyn Road
Chrisshire, CT 82394"	Christina Middleton	AB-	2007/09/17	"20036 Mary Fort Suite 045
South Michael, IN 79965"	(Decimal('-20.174031'), Decimal('-4.488183'))	Hawaiian	343-98-1791
2694	M	"80694 Grant Fort
New Rachel, RI 01513"	Chad Fisher	A+	06 Aug 1968	"73157 Joseph Isle
Clarkmouth, NM 11449"	(Decimal('-65.3724785'), Decimal('-148.858824'))	Black	744-23-4380
2695	M	"60089 Paige Drive Apt. 330
Jasminefurt, HI 50418"	Jason Stephens	O-	12 Oct 2001	"6590 Schneider Fork Suite 708
Bushside, WV 28638"	(Decimal('-63.4836505'), Decimal('82.240386'))	White	104-78-9684
2696	F	"98275 Chen Drive Apt. 768
New Sonyaport, WI 24695"	Andrea Thomas	B-	06/30/1981, 00:00:00	"4113 Mike Glen
Susanville, WY 31978"	(Decimal('59.667697'), Decimal('83.579611'))	Hawaiian	715-09-7437
2697	M	"62575 Brooks Centers
Timothyland, AR 84543"	Robert Franklin	A+	1926-06-09	"17975 Jason Forges
Michaelfort, VT 80935"	(Decimal('-82.4452845'), Decimal('48.105928'))	White	287-99-1649
2698	F	"Unit 2452 Box 8691
DPO AA 48745"	Carla Lewis	O+	08/09/1943, 00:00:00	"10259 Garcia Island Apt. 237
South Peterborough, ND 05511"	(Decimal('71.6914905'), Decimal('-148.913989'))	White	070-95-1709
2699	M	"38490 Danielle Branch
Karamouth, NH 62424"	Timothy Smith	O+	03/15/2000, 00:00:00	"510 Samantha Street
Lake Rebeccamouth, UT 09428"	(Decimal('14.040015'), Decimal('30.939563'))	Black	265-90-8136
2700	M	"0188 Patricia Point Apt. 884
West Alyssa, SD 51671"	Paul Gutierrez IV	O+	1991-02-11	"9156 Brandy Crescent Apt. 218
Port Tyler, TX 42871"	(Decimal('26.256962'), Decimal('152.903011'))	White	715-41-3857
2701	F	"767 Stephens Rapids
Rebeccastad, AR 94389"	Karen Hall	B-	06/17/1937, 00:00:00	"8736 Hartman Parks Suite 417
Lake Dawnfurt, RI 81277"	(Decimal('-15.5550085'), Decimal('117.737088'))	White	882-14-0078
2702	M	"194 Archer Springs
South Glenda, CA 63915"	Christopher Campos	B-	02/25/1921, 00:00:00	"8097 Dixon Haven
New Christopher, MT 72830"	(Decimal('-43.9651825'), Decimal('-95.386796'))	Black	404-33-7597
2703	M	"05977 Waller Run Apt. 477
Hardinview, WI 26400"	Joseph Lewis	O-	05/31/2015, 00:00:00	"03682 James Bridge
Lunahaven, KS 93987"	(Decimal('26.074985'), Decimal('53.974005'))	Black	481-98-1374
2704	F	"10749 Stephen Rapids Suite 965
North Tina, ID 28141"	Renee Smith	A+	06/24/1943, 00:00:00	"430 Valdez Fall Apt. 648
Mendezmouth, CO 72377"	(Decimal('3.9733635'), Decimal('-62.832774'))	White	192-39-4789
2705	F	"06597 Pacheco Harbor
North Heidiview, HI 02737"	Paige Bell	B-	21 Oct 1970	"05423 Berry Plaza
Lake Thomasfort, RI 58504"	(Decimal('-6.1879205'), Decimal('109.525092'))	Black	736-35-9556
2706	M	"Unit 6185 Box 0244
DPO AP 97410"	Jeffrey Palmer	B+	05/10/1988, 00:00:00	"317 Nathan Plains
Martinezville, PA 78539"	(Decimal('18.9295555'), Decimal('63.325371'))	black	791-98-2779
2707	M	"491 Mark Pass Apt. 432
Cassandrafurt, VT 25555"	Lance Sanchez	AB+	06/11/2008, 00:00:00	"32803 Fleming Trace Suite 815
Lake Shannon, DE 26612"	(Decimal('38.262950'), Decimal('-152.051214'))	Hawaiian	422-23-9508
2708	M	"997 Lee Lane Suite 133
New Anthonyfort, OH 24731"	David Bush	O-	1976/07/20	"8154 James Station
North Matthewfurt, NM 36889"	(Decimal('36.838678'), Decimal('48.765504'))	White	357-20-5161
2709	F	"363 Ronald Divide Apt. 475
New Ginatown, WA 25308"	Kathy Davidson	O-	2005-12-12	"34015 Williams Corner Apt. 861
Colemanview, WY 42902"	(Decimal('-24.3621215'), Decimal('75.948182'))	White	672-15-6290
2710	M	"981 Sharp Stravenue
Port Michelle, OK 37127"	Kenneth Fitzgerald	A-	08/10/1964, 00:00:00	"3504 Kevin Common Suite 561
Weisshaven, CO 82582"	(Decimal('-68.7243785'), Decimal('9.224588'))	Hawaiian	704-58-1525
2711	F	"7931 Pena Row
East Erinburgh, ID 60137"	Heather Sanders	B-	26 Feb 2009	"28571 Danielle Freeway Apt. 937
North Latoyaton, MS 16508"	(Decimal('6.0259995'), Decimal('135.606805'))	Black	464-55-4152
2712	F	"24105 Cooley Fork
South Justinstad, TN 28014"	Abigail Russell	O+	1994-05-07	"9940 Jesse Motorway Apt. 700
East Lindaside, CT 68589"	(Decimal('21.221303'), Decimal('-158.726284'))	White	623-32-3321
2713	F	"06982 Brown Alley
South Tina, FL 23841"	Julie Jackson	A+	1926-11-13	"84626 Ann Landing
East Derrick, GA 05454"	(Decimal('-24.6802905'), Decimal('18.170300'))	White	571-27-3089
2714	M	"8158 Tracy Vista
East Devinton, WV 09162"	Aaron Wang	A-	06 Apr 1968	"8439 Wilson Junction
Port Michaelstad, HI 73865"	(Decimal('-16.994931'), Decimal('-55.707007'))	Black	110-37-1877
2715	F	"7733 Salinas Springs Apt. 160
East Mary, AZ 57917"	Jasmine Green	A+	1984/07/06	"31656 Valerie Flats
Stevenland, MI 77170"	(Decimal('-12.739020'), Decimal('130.022269'))	Hawaiian	738-28-1879
2716	M	"0362 Martinez Courts Suite 848
Jessicaport, WA 55920"	William Fry	O+	08/27/1923, 00:00:00	"7317 Mejia Hollow Apt. 855
Powellmouth, WA 08849"	(Decimal('-18.941842'), Decimal('-54.984395'))	Black	784-91-5315
2717	M	"3422 Bradford Valley Apt. 631
Grayfurt, PA 46723"	Christopher Taylor	AB+	11/13/2003, 00:00:00	"64815 Mary Shoal
North Nataliemouth, PA 17193"	(Decimal('-43.9075295'), Decimal('-57.647033'))	Asian	752-97-7629
2718	F	"38395 Sharon Radial
Jensenburgh, ME 82729"	Melissa Bush	A-	07/28/1984, 00:00:00	"PSC 7227, Box 9909
APO AP 55027"	(Decimal('-58.658539'), Decimal('-27.918653'))	Black	231-50-4866
2719	M	"1690 Dorsey Green
Amandashire, MD 73181"	Glenn Krueger	O+	1911/04/01	"5646 Hudson Shoal
Lake Brent, TN 04935"	(Decimal('-28.688136'), Decimal('-32.456055'))	White	203-74-0176
2720	M	"19743 Harry Burgs
South Dana, TN 10879"	Alexander Reed	AB-	1996/02/11	"07236 Savage Causeway
New Sarahfort, AR 15230"	(Decimal('4.6757505'), Decimal('-52.939609'))	Black	559-07-5728
2721	M	"84480 Paul Greens
Port Brandy, NJ 50217"	David Hansen	A-	24 Sep 1933	"82726 Hooper Wall
South Michele, OR 81098"	(Decimal('-32.9037705'), Decimal('120.382934'))	Black	311-81-3842
2722	F	"800 Joseph Causeway
Robbinsburgh, NV 33845"	Tracy Jones	A-	1961/10/27	"2777 Debra Mills
Sharpton, OR 22068"	(Decimal('22.0447615'), Decimal('144.963382'))	Indian	050-92-3589
2723	M	"1066 Joshua Drives Apt. 146
Wolfside, NY 32370"	Larry Nichols	B-	1991-05-12	"6551 Mccullough Oval Suite 377
North Joyville, SD 21372"	(Decimal('19.1990185'), Decimal('91.548447'))	White	373-97-6536
2724	F	"6747 James Courts
Port Elizabethfurt, TN 78372"	Mary Fry	O+	04/17/2017, 00:00:00	"09583 Kayla Courts
Kingside, AL 85523"	(Decimal('40.3304475'), Decimal('47.897252'))	White	318-71-5877
2725	F	"429 James Tunnel
Port Jamiehaven, NJ 52812"	Paige Alexander	B-	14 Oct 1984	"427 Michael Field
Coffeyberg, WI 13688"	(Decimal('-31.612917'), Decimal('48.722942'))	Black	503-74-8999
2726	F	"95442 Swanson Forest Apt. 660
New Aaron, KS 34133"	Katherine Cox	O-	2002/06/27	"5949 Angela Greens
Port Morgan, AL 94158"	(Decimal('6.018380'), Decimal('-164.470498'))	Indian	589-66-6880
2727	F	"35178 Jackson Summit Apt. 690
Schmittmouth, UT 93707"	Jennifer Leonard	A+	10/19/1916, 00:00:00	"618 Herman Causeway Suite 233
Lake Whitneytown, NJ 96141"	(Decimal('-57.229037'), Decimal('59.119299'))	white	043-43-3690
